@relation DFED_10_BOW_weka-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Class {0,1}
@attribute TextLength numeric
@attribute 2e numeric
@attribute bank numeric
@attribute br numeric
@attribute div numeric
@attribute million numeric
@attribute money numeric
@attribute mr numeric
@attribute nbsp numeric
@attribute transaction numeric
@attribute transfer numeric

@data
0,0.012878,0,0,0,0,0,0,0,0,0,0
1,0.00232,0,0,0,0,0,0,0,0,0,0
0,0.318126,0,0.166667,0,0,0.057143,0.007722,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.002643,0,0,0,0,0,0,0,0,0,0
0,0.00602,0,0,0,0,0,0,0,0,0,0
0,0.001006,0,0,0,0,0,0,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.002088,0,0,0,0,0,0,0,0,0,0
1,0.031274,0.007362,0,0,0,0,0.007722,0.008621,0,0.0625,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.019388,0,0,0,0,0.028571,0.003861,0.008621,0,0,1
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.00165,0,0,0,0,0,0,0,0,0,0
1,0.008276,0,0,0,0,0,0,0,0,0.0625,0
0,0.001908,0,0,0,0,0,0,0,0,0,0
0,0.000284,0,0,0,0,0,0,0,0,0,0
0,0.004937,0,0,0,0,0,0,0,0,0,0
1,0.047259,0,0.25,0.082353,0.003546,0.028571,0.011583,0.017241,0,0.25,2
1,0.04178,0.009407,0.291667,0,0,0,0.003861,0.017241,0,0,0
0,0.00254,0,0,0,0,0,0,0,0,0,0
1,0.014747,0,0.083333,0,0,0,0.003861,0,0,0,1
1,0.033401,0,0.083333,0,0,0.028571,0.011583,0.051724,0,0.125,0
0,0.000206,0,0,0,0,0,0,0,0,0,0
0,0.001573,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
1,0.029495,0,0.041667,0,0.056738,0.028571,0.011583,0.017241,0.003407,0.125,1
0,0.036043,0,0,0,0,0,0.003861,0,0,0,0
0,0.001895,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.017931,0,0,0,0,0,0,0,0,0,0
1,0.014077,0,0.041667,0,0,0,0.003861,0,0,0,2
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.0004,0,0,0,0,0,0,0,0,0,0
1,0.044294,0,0.208333,0,0,0.028571,0.011583,0.025862,0,0.25,2
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.001843,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.006291,0,0,0,0,0,0,0,0,0,0
1,0.041754,0,0.291667,0,0,0.057143,0.007722,0.008621,0,0.125,8
1,0.029972,0,0,0.005882,0.255319,0,0.003861,0.034483,0.020443,0,0
0,0.000632,0,0,0,0,0,0,0,0,0,0
0,0.008173,0,0,0,0,0,0,0,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
1,0.009191,0,0,0,0,0,0,0,0,0.375,0
1,0.025383,0,0.125,0,0,0,0,0,0,0,1
0,0.006175,0,0,0,0,0,0,0,0,0,0
0,0.084514,0,0,0,0,0,0,0,0,0,0
1,0.001831,0,0,0,0,0,0,0,0,0,0
1,0.040117,0,0.166667,0.017647,0,0,0,0,0,0,4
1,0.027252,0,0.041667,0,0,0,0.003861,0.017241,0,0.0625,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.001031,0,0,0,0,0,0,0,0,0,0
0,0.012156,0,0,0,0,0,0,0,0,0,0
0,0.001186,0,0,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
1,0.05306,0,0.166667,0.041176,0,0,0,0.008621,0.015332,0.125,2
1,0.002759,0,0,0.017647,0,0,0,0.008621,0.006814,0,0
0,0.013471,0,0,0,0,0,0,0,0,0,0
0,0.000954,0,0,0,0,0,0,0,0,0,0
1,0.024145,0.003272,0.041667,0,0,0.028571,0.003861,0.017241,0,0.125,0
1,0.037217,0,0,0,0,0,0,0.008621,0,0.0625,0
0,0.002295,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.054349,0,0.208333,0,0,0.085714,0.019305,0,0,0.125,1
0,0.002346,0,0,0,0,0,0,0,0,0,0
1,0.039395,0,0.25,0,0,0,0,0.017241,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
1,0.018331,0,0,0,0,0.057143,0.011583,0,0,0,1
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.01021,0,0,0,0,0,0,0,0,0,0
1,0.031751,0,0.041667,0,0,0.028571,0.003861,0,0,0.125,1
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.03148,0.006544,0,0,0,0,0.011583,0,0,0,0
1,0.034419,0,0.208333,0,0,0.057143,0.007722,0.043103,0,0.375,0
0,0.001947,0,0,0,0,0,0,0,0,0,0
1,0.031274,0,0.208333,0,0,0,0.023166,0.008621,0,0.0625,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.142936,1,0.041667,0,0,0.114286,0,0.017241,0,0.3125,3
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.001083,0,0,0,0,0,0,0,0,0,0
1,0.036263,0,0.291667,0.017647,0.070922,0.028571,0.011583,0.008621,0.011925,0.3125,1
0,0.000851,0,0,0,0,0,0,0,0,0,0
1,0.000683,0,0,0,0,0,0,0,0,0,0
1,0.031235,0.002863,0,0,0,0.028571,0.007722,0,0,0.3125,2
0,0.000632,0,0,0,0,0,0,0,0,0,0
0,0.000168,0,0,0,0,0,0,0,0,0,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
1,0.063308,0,0.125,0,0,0.085714,0.011583,0.008621,0,0,0
1,0.037204,0,0.25,0,0,0.028571,0.027027,0.025862,0,0.0625,1
1,0.021915,0,0,0,0,0.028571,0.019305,0,0,0,0
0,0.000683,0,0,0,0,0,0,0,0,0,0
1,0.067781,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.007516,0,0,0,0,0,0,0,0,0,0
1,0.013845,0,0,0,0,0.028571,0,0,0,0.125,0
1,0.027664,0,0.166667,0,0,0.028571,0.019305,0.017241,0,0.0625,4
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.033929,0,0.208333,0,0,0.028571,0,0.017241,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.001354,0,0,0,0,0,0,0,0,0,0
0,0.001044,0,0,0,0,0,0,0,0,0,0
0,0.072126,0,0,0,0,0,0,0,0,0,0
0,0.025511,0,0,0,0,0,0,0,0,0,0
1,0.041084,0,0.083333,0,0,0.028571,0.023166,0,0,0,1
0,0.006549,0,0,0,0,0,0,0,0,0,0
1,0.035579,0.002454,0,0,0,0.028571,0.015444,0.008621,0,0,0
1,0.008263,0,0.041667,0,0,0,0,0,0,0,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.067601,0,0,0,0,0,0,0.051724,0,0,0
1,0.037294,0,0.083333,0,0,0.057143,0.007722,0,0,0.1875,4
1,0.026104,0,0,0,0,0.028571,0,0,0,0.0625,2
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.004912,0,0,0,0,0,0,0,0,0.125,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.00749,0,0,0,0,0.028571,0,0,0,0.0625,0
1,0.00941,0,0.083333,0.005882,0.007092,0,0.003861,0.008621,0.006814,0.0625,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.013381,0,0.125,0,0,0.028571,0,0,0,0,2
1,0.044719,0,0.041667,0,0,0.085714,0,0,0,0.25,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
1,0.026362,0.00409,0.083333,0,0,0.028571,0.023166,0.017241,0,0,4
1,0.021077,0,0.125,0,0,0,0.007722,0,0,0.125,1
1,0.008302,0,0,0,0,0,0,0,0,0,0
1,0.001985,0,0,0,0,0,0,0.008621,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000619,0,0,0,0,0,0,0,0,0,0
0,0.002449,0,0,0,0,0,0,0,0,0,0
0,0.064468,0,0,0,0,0,0,0,0,0,0
1,0.023526,0,0.041667,0,0.06383,0.028571,0.003861,0.008621,0.02385,0,1
1,0.016436,0,0.041667,0,0,0,0,0.008621,0,0.1875,0
0,0.002991,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
1,0.100705,0,0.416667,0,0,0.085714,0.015444,0.008621,0,0.0625,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
1,0.029443,0,0.083333,0.002941,0,0.028571,0,0.008621,0,0,0
0,0.035579,0,0,0,0,0,0.003861,0,0,0,0
1,0.030487,0.006953,0,0,0,0.057143,0.019305,0,0,0.1875,3
0,0.003996,0,0,0,0,0,0,0,0,0,0
1,0.03964,0,0.125,0.017647,0.014184,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.015817,0,0,0,0,0.028571,0.003861,0,0,0.0625,0
0,0.001315,0,0,0,0,0,0,0,0,0,0
0,0.002127,0,0,0,0,0,0,0,0,0,0
0,0.001624,0,0,0,0,0,0,0,0,0,0
1,0.021863,0,0,0,0,0.028571,0,0.017241,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.088162,0,0,0,0,0,0,0,0,0,0
1,0.040182,0,0.166667,0,0,0.028571,0.007722,0.051724,0,0.25,2
0,0.001031,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.00767,0,0.041667,0,0,0,0,0.008621,0,0.125,0
1,0.031815,0,0.083333,0,0,0.057143,0.007722,0,0,0,0
0,0.002372,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.047323,0,0.208333,0.008824,0,0.028571,0.011583,0.043103,0.005111,0.25,2
0,0.000683,0,0,0,0,0,0,0,0,0,0
0,0.000928,0,0,0,0,0,0,0,0,0,0
1,0.043224,0,0.333333,0.15,0.039007,0,0.027027,0.017241,0.017036,0.125,2
0,0.001598,0,0,0,0,0,0,0,0,0,0
1,0.029856,0,0.041667,0,0,0.028571,0.023166,0.017241,0,0.0625,2
0,0.001908,0,0,0,0,0,0,0,0,0,0
1,0.026723,0,0,0,0,0.028571,0.003861,0,0,0,0
0,0.005724,0,0,0,0,0,0,0,0,0,0
0,0.002707,0,0,0,0,0,0,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
1,0.029843,0,0.041667,0,0,0,0,0.008621,0,0.0625,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.004692,0,0,0,0,0,0,0,0,0,0
1,0.051822,0,0,0,0,0.028571,0.03861,0.008621,0,0.1875,1
1,0.024957,0,0.166667,0,0,0.028571,0.007722,0,0,0,0
0,0.002888,0,0,0,0,0,0,0,0,0,0
1,0.034509,0,0,0,0,0.028571,0.019305,0.017241,0,0.0625,1
0,0.002295,0,0,0,0,0,0,0,0,0,0
1,0.02488,0,0.083333,0,0,0,0,0.008621,0,0.0625,4
1,0.018331,0,0,0,0,0,0,0,0,0,0
1,0.016771,0,0.166667,0,0,0.028571,0,0,0,0,0
1,0.041213,0,0,0,0,0,0.023166,0.017241,0,0.125,2
1,0.035927,0.005317,0,0,0,0.028571,0.003861,0,0,0.375,1
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.001934,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
0,0.00263,0,0,0,0,0,0,0,0,0,0
1,0.026388,0,0.125,0,0,0.028571,0.011583,0,0,0.0625,3
1,0.034754,0,0,0.002941,0.06383,0.028571,0.027027,0,0.008518,0,0
0,0.001225,0,0,0,0,0,0,0,0,0,0
1,0.034381,0,0.041667,0,0,0.028571,0.003861,0.008621,0,0,2
1,0.031789,0,0.041667,0,0,0.028571,0.019305,0,0,0,0
1,0.038467,0,0.041667,0,0,0.028571,0.003861,0.008621,0,0.1875,3
0,0.000103,0,0,0,0,0,0,0,0,0,0
0,0.88701,0,0.041667,0,0,0.028571,0.034749,0.060345,0,0,0
1,0.015856,0,0.125,0,0,0.028571,0,0.008621,0,0.125,2
1,0.007876,0,0.041667,0,0,0,0,0,0,0,0
1,0.020884,0,0.041667,0,0,0.057143,0.003861,0,0,0.125,3
1,0.031274,0,0.208333,0,0,0,0.023166,0.008621,0,0.0625,0
1,0.037835,0,0.25,0,0,0.028571,0.027027,0.017241,0,0,3
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000284,0,0,0,0,0,0,0,0,0,0
0,0.001934,0,0,0,0,0,0,0,0,0,0
1,0.011447,0,0.041667,0.029412,0,0.028571,0,0.017241,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.009243,0.001227,0,0,0,0,0,0,0,0,0
0,0.001289,0,0,0,0,0,0,0,0,0,0
1,0.028567,0,0,0,0,0,0,0,0,0.0625,1
1,0.013355,0,0,0.017647,0.010638,0,0,0,0.005111,0.125,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
1,0.008199,0,0.208333,0,0,0,0,0,0,0,1
1,0.019117,0,0,0.029412,0,0,0,0.017241,0.006814,0,0
1,0.041703,0,0.375,0,0,0.028571,0.015444,0.008621,0,0.1875,0
1,0.006574,0,0,0,0,0,0,0,0,0,0
1,0.036056,0,0.375,0,0,0.028571,0.011583,0.008621,0,0.0625,2
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.030913,0,0.083333,0,0,0,0.011583,0.008621,0,0,1
1,0.03781,0,0.041667,0,0,0,0.015444,0,0,0.4375,0
0,0.003352,0,0,0,0,0,0,0,0,0,0
0,0.001753,0,0,0,0,0,0,0,0,0,0
0,0.008044,0,0,0,0,0,0,0,0,0,0
1,0.019504,0,0.083333,0,0,0.028571,0.011583,0.008621,0,0.0625,0
1,0.012259,0,0.041667,0,0,0,0,0,0,0.125,0
0,0.001341,0,0,0,0,0,0,0,0,0,0
1,0.033478,0,0.25,0,0,0,0.007722,0.008621,0,0,0
0,0.001354,0,0,0,0,0,0,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
1,0.036005,0,0.166667,0,0,0.057143,0.019305,0,0,0,0
0,0.001727,0,0,0,0,0,0,0,0,0,0
0,0.001573,0,0,0,0,0,0,0,0,0,0
0,0.003687,0,0,0,0,0,0,0,0,0,0
0,0.002462,0,0,0,0,0,0,0,0,0,0
0,0.002939,0,0,0,0,0,0,0,0,0,0
0,0.001122,0,0,0,0,0,0,0,0,0,0
0,0.000722,0,0,0,0,0,0,0,0,0,0
0,0.001354,0,0,0,0,0,0,0,0,0,0
0,0.00107,0,0,0,0,0,0,0,0,0,0
1,0.031441,0,0,0,0,0.028571,0.023166,0.008621,0,0.125,0
1,0.035064,0,0.041667,0,0,0,0.003861,0,0,0,1
1,0.041612,0,0.291667,0,0,0.085714,0.027027,0,0,0,1
0,0.001134,0,0,0,0,0,0,0,0,0,0
0,0.005504,0,0,0,0,0,0,0,0,0,0
0,0.001044,0,0,0,0,0,0,0,0,0,0
0,0.001341,0,0,0,0,0,0,0,0,0,0
0,0.000232,0,0,0,0,0,0,0,0,0,0
0,0.002024,0,0,0,0,0,0,0,0,0,0
1,0.006665,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.001689,0,0,0,0,0,0,0,0,0,0
1,0.032962,0,0.208333,0,0,0.057143,0,0.008621,0,0,0
1,0.030565,0.005726,0.208333,0,0,0,0.011583,0.025862,0,0.1875,0
0,0.003429,0,0,0,0,0,0,0,0,0,0
0,0.002681,0,0,0,0,0,0,0,0,0,0
0,0.002308,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
1,0.020059,0,0.041667,0,0,0,0.003861,0.008621,0,0,1
0,0.000039,0,0,0,0,0,0,0,0,0,0
0,0.050636,0,0,0,0,0.028571,0.007722,0,0,0,0
1,0.007722,0,0,0,0,0,0,0,0,0,0
0,0.004847,0,0,0,0,0,0,0,0,0,0
0,0.001031,0,0,0,0,0,0,0,0,0,0
0,0.001637,0,0,0,0,0,0,0,0,0,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
0,0.362794,0,0,0,0,0.028571,0,0.008621,0,0,0
0,0.003648,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
0,0.001418,0,0,0,0,0,0,0,0,0,0
1,0.026504,0.00409,0.083333,0,0,0.028571,0.007722,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000941,0,0,0,0,0,0,0,0,0,0
1,0.010777,0,0.125,0,0,0.028571,0.003861,0,0,0.0625,1
1,0.004306,0,0,0,0,0,0,0,0,0,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.061761,0,0.291667,0,0,0.114286,0.046332,0.051724,0,0.0625,5
1,0.030487,0,0,0,0,0,0.015444,0.017241,0,0.125,1
1,0.032215,0.006135,0.166667,0,0,0.028571,0.003861,0.025862,0,0,1
0,0.001624,0,0,0,0,0,0,0,0,0,0
1,0.025215,0.002454,0,0,0,0.028571,0,0,0,0,0
0,0.00486,0,0,0,0,0,0,0,0,0,0
1,0.006342,0,0,0.005882,0.01773,0,0,0,0,0,0
0,0.002681,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.00067,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
1,0.097908,0,0,0,0,0,0,0,0,0,0
1,0.062689,0,0.25,0,0,0.057143,0.050193,0.043103,0,0.0625,4
0,0.003429,0,0,0,0,0,0,0,0,0,0
1,0.034806,0,0.291667,0,0,0.028571,0.030888,0.008621,0,0,2
1,0.044448,0.006135,0,0,0,0.028571,0.003861,0,0,0,0
1,0.007735,0,0,0,0,0,0,0,0,0,0
0,0.003197,0,0,0,0,0,0,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.001122,0,0,0,0,0,0,0,0,0,0
1,0.19958,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001985,0,0,0,0,0,0,0,0,0,0
0,0.00174,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
0,0.003029,0,0,0,0,0,0,0,0,0,0
0,0.005234,0,0,0,0,0,0,0,0,0,0
1,0.034638,0,0,0,0,0.028571,0.015444,0.008621,0,0,0
0,0.002217,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
1,0.007399,0,0,0,0,0,0.003861,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.001031,0,0,0,0,0,0,0,0,0,0
1,0.034974,0,0.125,0,0,0.028571,0.019305,0.017241,0,0.125,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.000567,0,0,0,0,0,0,0,0,0,0
0,0.000142,0,0,0,0,0,0,0,0,0,0
1,0.002372,0,0,0.020588,0,0,0,0.008621,0.006814,0,0
0,0.002295,0,0,0,0,0,0,0,0,0,0
1,0.028696,0.005317,0,0,0,0.028571,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001289,0,0,0,0,0,0,0,0,0,0
0,0.000696,0,0,0,0,0,0,0,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
1,0.059866,0,0.333333,0,0,0.2,0.042471,0,0,0.125,7
1,0.015456,0.002045,0.041667,0,0,0,0,0.008621,0,0.0625,0
1,0.010068,0,0,0,0,0,0,0,0,0,1
1,0.003545,0,0,0,0,0,0,0.008621,0,0,0
0,0.020458,0,0,0,0,0,0,0,0,0,0
0,0.004293,0,0,0,0,0,0,0,0,0,0
0,0.0037,0,0,0,0,0,0,0,0,0,0
0,0.000799,0,0,0,0,0,0,0,0,0,0
1,0.01614,0,0.125,0,0,0,0.003861,0.034483,0,0.0625,0
0,0.002888,0,0,0,0,0,0,0,0,0,0
0,0.002681,0,0,0,0,0,0,0,0,0,0
1,0.053498,0,0,0,0,0.028571,0.011583,0,0,0.0625,2
1,0.008624,0,0.083333,0,0,0.028571,0,0.025862,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.015598,0,0,0,0,0,0,0,0,0,0
1,0.039021,0,0.083333,0,0,0,0.003861,0,0,0,0
0,0.001985,0,0,0,0,0,0,0,0,0,0
0,0.153623,0,0,0,0,0,0.003861,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.029211,0,0.125,0,0,0,0.007722,0.017241,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
0,0.000696,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
1,0.018499,0,0,0,0,0.028571,0,0,0,0,0
1,0.043327,0,0.041667,0,0,0.028571,0,0,0,0.25,1
0,0.001134,0,0,0,0,0,0,0,0,0,0
0,0.003068,0,0,0,0,0,0,0,0,0,0
1,0.008508,0,0,0,0,0,0,0,0,0,0
0,0.001521,0,0,0,0,0,0,0,0,0,0
0,0.007464,0,0,0,0,0,0,0,0,0,0
0,0.000902,0,0,0,0,0,0,0,0,0,0
1,0.002346,0,0,0,0,0,0,0,0,0,0
1,0.036082,0.000818,0,0,0,0.057143,0.03861,0,0,0.125,0
1,0.006471,0,0,0,0,0,0,0,0,0,0
1,0.050868,0,0,0,0,0,0.011583,0.034483,0,0.0625,0
0,0.00205,0,0,0,0,0,0,0,0,0,0
1,0.034419,0,0.208333,0,0,0.028571,0.015444,0,0,0,1
1,0.029121,0,0,0,0,0.085714,0.003861,0,0,0.125,0
0,0.000993,0,0,0,0,0,0,0,0,0,0
1,0.015624,0,0.041667,0,0,0,0.007722,0,0,0,0
0,0.000296,0,0,0,0,0,0,0,0,0,0
1,0.015224,0,0,0,0,0.028571,0.003861,0,0,0,0
1,0.052054,0.011861,0.375,0,0,0.028571,0.015444,0.043103,0,0.0625,1
0,0.008392,0,0,0,0,0,0,0,0,0,0
1,0.043778,0,0.041667,0,0,0,0,0,0,0.0625,2
1,0.005466,0,0,0.014706,0,0,0,0,0,0,0
1,0.047259,0.011043,0,0,0,0.057143,0,0,0,0.0625,1
1,0.036985,0.005317,0,0,0,0.028571,0.015444,0,0,0.125,0
0,0.001521,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.019878,0,0.041667,0,0,0.028571,0,0.017241,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.001289,0,0,0,0,0,0,0,0,0,0
1,0.044603,0,0.041667,0,0,0.028571,0.034749,0.017241,0,0.25,2
0,0.00156,0,0,0,0,0,0,0,0,0,0
0,0.000541,0,0,0,0,0,0,0,0,0,0
1,0.03946,0,0.375,0,0,0.028571,0.019305,0,0,0.25,3
1,0.020394,0,0,0,0,0,0.007722,0,0,0.0625,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
1,0.02613,0,0.25,0,0,0.028571,0.003861,0.017241,0,0.125,2
0,0.000348,0,0,0,0,0,0,0,0,0,0
1,0.039872,0,0,0,0,0.028571,0.007722,0.008621,0,0,2
0,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.009462,0,0,0,0,0,0,0,0,0,0
1,0.006458,0,0,0,0,0,0,0.008621,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
0,0.002282,0,0,0,0,0,0,0,0,0,0
1,0.012646,0,0,0,0,0,0.003861,0.017241,0,0.0625,0
0,0.003777,0,0,0,0,0,0,0,0,0,0
1,0.015495,0,0.125,0,0,0.028571,0.003861,0,0,0.0625,0
1,0.003416,0,0,0,0,0,0,0,0,0,0
0,0.00116,0,0,0,0,0,0,0,0,0,0
1,0.015585,0,0,0,0,0,0.003861,0.008621,0,0,0
0,0.000709,0,0,0,0,0,0,0,0,0,0
1,0.007915,0,0.041667,0,0,0,0,0.017241,0,0,0
1,0.003029,0,0,0,0,0,0,0,0,0,0
0,0.001302,0,0,0,0,0,0,0,0,0,0
0,0.006446,0,0,0,0,0,0,0,0,0,0
0,0.001482,0,0,0,0,0,0,0,0,0,0
1,0.030603,0,0,0,0,0.028571,0,0,0,0,0
0,0.001882,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.040336,0.010225,0.25,0,0,0,0,0,0,0,0
1,0.025112,0.004908,0,0,0,0,0.003861,0,0,0.0625,0
1,0.017983,0,0,0,0,0.028571,0.007722,0,0,0.125,2
1,0.006072,0,0,0,0,0,0,0,0,0,0
0,0.025408,0,0,0,0,0,0.003861,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
0,0.001225,0,0,0,0,0,0,0,0,0,0
0,0.000129,0,0,0,0,0,0,0,0,0,0
0,0.000761,0,0,0,0,0,0,0,0,0,0
0,0.001328,0,0,0,0,0,0,0,0,0,0
1,0.074124,0,0,0,0,0,0,0,0,0,0
0,0.002823,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.02381,0,0,0.008824,0.031915,0,0,0,0,0,0
1,0.044139,0,0.208333,0.067647,0.124113,0.028571,0.023166,0,0.069847,0.1875,3
0,0.000477,0,0,0,0,0,0,0,0,0,0
1,0.019298,0,0,0,0,0.028571,0.003861,0,0,0,0
0,0.002565,0,0,0,0,0,0,0,0,0,0
1,0.005376,0,0,0,0.007092,0,0,0,0.001704,0,0
1,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.005569,0,0,0,0,0,0,0,0,0,0
0,0.088987,0,0,0,0,0,0,0,0,0,1
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.007928,0,0.041667,0,0,0,0,0.008621,0,0.125,1
0,0.001392,0,0,0,0,0,0,0,0,0,0
1,0.052828,0,0,0,0,0,0,0,0,0,0
0,0.001959,0,0,0,0,0,0,0,0,0,0
1,0.039833,0,0,0,0,0.028571,0.007722,0.008621,0,0.0625,0
1,0.05199,0.011043,0.041667,0,0,0.028571,0.003861,0,0,0,0
0,0.000541,0,0,0,0,0,0,0,0,0,0
0,0.000657,0,0,0,0,0,0,0,0,0,0
0,0.002436,0,0,0,0,0,0,0,0,0,0
1,0.031145,0,0.166667,0,0,0.057143,0.007722,0.008621,0,0,0
1,0.029933,0,0.041667,0.1,0,0,0.003861,0.008621,0.122658,0.0625,0
0,0.001882,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.035489,0,0.083333,0,0,0,0.003861,0.051724,0,0.125,0
